2.779864754,-69.274518,39.405222,270.00044,159.274518,-0.935286732,0.353890843
-0.083050725,94.758456,82.545996,270.002986,-4.758456,0.99655327,-0.082955285
0.152760501,81.247468,71.208543,270.005509,8.752532,0.988354787,0.152167063
2.865802427,-74.198384,38.409642,270.125451,164.198384,-0.962210314,0.272307386
2.621338557,-60.191636,40.344897,270.128021,150.191636,-0.867692896,0.497100632
2.676391617,-63.345944,44.463187,270.130544,153.345944,-0.893731398,0.448602483
-1.557346785,179.229398,5.493614,270.250451,-89.229398,0.013449137,-0.999909556
-1.457464978,173.506592,5.801195,270.253102,-83.506592,0.1130889,-0.993584873
4.397435171,-161.954476,7.310095,270.255776,251.954476,-0.309772553,-0.950810689
2.50792975,-53.69379,40.359175,270.375451,143.69379,-0.805864112,0.592100526
2.662434027,-62.546233,34.213899,270.378021,152.546233,-0.887383138,0.461032718
1.545928788,1.424805,32.532927,270.380544,88.575195,0.024864976,0.999690819
3.048902423,-84.689241,86.292255,270.500475,174.689241,-0.995707335,0.092557563
-0.409357097,113.454434,87.871218,270.503125,-23.454434,0.9173769,-0.398019626
0.358421426,69.463965,61.642431,270.505776,20.536035,0.936451748,0.350796413
2.844734802,-72.991298,75.889851,270.625451,162.991298,-0.95626034,0.292516944
-0.044921127,92.573791,84.108632,270.627986,-2.573791,0.998991216,-0.044906021
-0.051566032,92.954516,60.769519,270.630521,-2.954516,0.998670767,-0.051543182
-0.100073881,95.733811,50.619824,270.750451,-5.733811,0.994996787,-0.099906928
-0.096453527,95.52638,42.8094,270.753067,-5.52638,0.995351964,-0.096304041
0.257171159,75.265178,53.016763,270.755648,14.734822,0.967113351,0.254345763
0.135110737,82.258725,38.979518,270.875463,7.741275,0.990886421,0.13470004
-0.182227628,100.440874,35.087723,270.877986,-10.440874,0.983442441,-0.181220765
-0.016081359,90.921394,35.846698,270.880509,-0.921394,0.999870698,-0.016080666
3.581963501,-115.231391,24.461605,271.000463,205.231391,-0.904593642,-0.426274961
3.656262988,-119.488438,25.112022,271.003113,209.488438,-0.870455047,-0.492247917
3.553526869,-113.602092,29.895574,271.005752,203.602092,-0.916348111,-0.400382491
0.480746963,62.455228,6.27696,271.125451,27.544772,0.886649743,0.462441599
0.378287305,68.325734,3.106702,271.127963,21.674266,0.929298547,0.369329407
-0.958914993,144.941782,4.417157,271.130498,-54.941782,0.574408477,-0.818568813
0.602153881,55.499124,34.107477,271.250451,34.500876,0.824117529,0.566418837
0.23355565,76.618247,40.076661,271.253113,13.381753,0.972849634,0.231438092
0.196671414,78.731558,31.987028,271.255752,11.268442,0.980722435,0.195406001
0.004692579,89.731135,27.071793,271.375463,0.268865,0.99998899,0.004692562
-0.281336848,106.119414,25.145308,271.378021,-16.119414,0.960685134,-0.277640186
0.040889993,87.657176,27.877335,271.380532,2.342824,0.999164121,0.040878599
3.719177622,-123.093181,21.833582,271.500451,213.093181,-0.837783704,-0.546002257
3.531983276,-112.367735,24.996269,271.503125,202.367735,-0.924760479,-0.380549676
3.773657516,-126.214649,19.212112,271.505776,216.214649,-0.806809284,-0.590811967
0.194304067,78.867197,24.268974,271.625463,11.132803,0.98118228,0.193083745
0.127376694,82.701853,31.985447,271.628009,7.298147,0.991898551,0.12703253
0.72276067,48.588864,23.716876,271.630544,41.411136,0.749982523,0.661457644
-0.221044239,102.664902,41.649481,271.750463,-12.664902,0.975669033,-0.219248574
-0.214483285,102.288987,37.095784,271.753102,-12.288987,0.977086504,-0.212842581
0.032723964,88.125055,44.93477,271.755729,1.874945,0.999464619,0.032718123
-0.035990208,92.062087,30.23565,271.875463,-2.062087,0.999352422,-0.035982438
-0.159428218,99.134564,36.264161,271.877974,-9.134564,0.987318217,-0.158753701
-0.256519924,104.697509,33.169203,271.880498,-14.697509,0.967278784,-0.253715891
2.417218374,-48.496411,41.715251,272.000451,138.496411,-0.748914213,0.662666961
2.476996442,-51.921442,42.367359,272.003113,141.921442,-0.787165882,0.616741334
2.614199061,-59.782573,38.461004,272.005752,149.782573,-0.864121764,0.5032828
